Node Number	X Location (in)	Y Location (in)	Z Location (in)	Total Deformation (in)
3334	21.429	-0.85714	6.9936e-002	2.4013e-004
3335	21.429	-0.42857	0.44494	2.4451e-004
3336	22.286	-0.42857	-1.0551	2.3572e-004
3337	22.714	-0.42857	-1.4301	2.344e-004
3338	22.286	-0.85714	-1.4301	2.2462e-004
3339	22.286	-0.42857	-1.8051	2.3571e-004
3340	22.286	-0.42857	-0.30506	2.3573e-004
3341	22.714	-0.42857	-0.68006	2.344e-004
3342	22.286	-0.85714	-0.68006	2.2462e-004
3343	22.714	-0.42857	6.9936e-002	2.3441e-004
3344	22.286	-0.85714	6.9936e-002	2.2463e-004
3345	22.286	-0.42857	0.44494	2.3574e-004
3346	23.143	-0.42857	-1.0551	2.3686e-004
3347	23.571	-0.42857	-1.4301	2.4273e-004
3348	23.143	-0.85714	-1.4301	2.1795e-004
3349	23.143	-0.42857	-1.8051	2.3685e-004
3350	23.143	-0.42857	-0.30506	2.3686e-004
3351	23.571	-0.42857	-0.68006	2.4273e-004
3352	23.143	-0.85714	-0.68006	2.1796e-004
3353	23.571	-0.42857	6.9936e-002	2.4274e-004
3354	23.143	-0.85714	6.9936e-002	2.1797e-004
3355	23.143	-0.42857	0.44494	2.3687e-004
3356	24.	-0.42857	-1.0551	2.5458e-004
3357	24.429	-0.42857	-1.4301	2.7205e-004
3358	24.	-0.85714	-1.4301	2.3039e-004
3359	24.	-0.42857	-1.8051	2.5458e-004
3360	24.	-0.42857	-0.30506	2.5458e-004
3361	24.429	-0.42857	-0.68006	2.7205e-004
3362	24.	-0.85714	-0.68006	2.3039e-004
3363	24.429	-0.42857	6.9936e-002	2.7205e-004
3364	24.	-0.85714	6.9936e-002	2.3039e-004
3365	24.	-0.42857	0.44494	2.5458e-004
3366	24.857	-0.42857	-1.0551	2.9605e-004
3367	25.286	-0.42857	-1.4301	3.259e-004
3368	24.857	-0.85714	-1.4301	2.7207e-004
3369	24.857	-0.42857	-1.8051	2.9605e-004
3370	24.857	-0.42857	-0.30506	2.9604e-004
3371	25.286	-0.42857	-0.68006	3.2589e-004
3372	24.857	-0.85714	-0.68006	2.7206e-004
3373	25.286	-0.42857	6.9936e-002	3.2588e-004
3374	24.857	-0.85714	6.9936e-002	2.7205e-004
3375	24.857	-0.42857	0.44494	2.9603e-004
3376	25.714	-0.42857	-1.0551	3.619e-004
3377	26.143	-0.42857	-1.4301	4.0291e-004
3378	25.714	-0.85714	-1.4301	3.4168e-004
3379	25.714	-0.42857	-1.8051	3.6191e-004
3380	25.714	-0.42857	-0.30506	3.6188e-004
3381	26.143	-0.42857	-0.68006	4.0289e-004
3382	25.714	-0.85714	-0.68006	3.4166e-004
3383	26.143	-0.42857	6.9936e-002	4.0287e-004
3384	25.714	-0.85714	6.9936e-002	3.4164e-004
3385	25.714	-0.42857	0.44494	3.6186e-004
3386	26.571	-0.42857	-1.0551	4.4875e-004
3387	27.	-0.42857	-1.4301	4.9894e-004
3388	26.571	-0.85714	-1.4301	4.3252e-004
3389	26.571	-0.42857	-1.8051	4.4878e-004
3390	26.571	-0.42857	-0.30506	4.4873e-004
3391	27.	-0.42857	-0.68006	4.9891e-004
3392	26.571	-0.85714	-0.68006	4.3249e-004
3393	27.	-0.42857	6.9936e-002	4.9889e-004
3394	26.571	-0.85714	6.9936e-002	4.3246e-004
3395	26.571	-0.42857	0.44494	4.4871e-004
3396	27.429	-0.42857	-1.0551	5.5305e-004
3397	27.857	-0.42857	-1.4301	6.1083e-004
3398	27.429	-0.85714	-1.4301	5.3987e-004
3399	27.429	-0.42857	-1.8051	5.5308e-004
3400	27.429	-0.42857	-0.30506	5.5303e-004
3401	27.857	-0.42857	-0.68006	6.108e-004
3402	27.429	-0.85714	-0.68006	5.3983e-004
3403	27.857	-0.42857	6.9936e-002	6.1077e-004
3404	27.429	-0.85714	6.9936e-002	5.398e-004
3405	27.429	-0.42857	0.44494	5.53e-004
3406	28.286	-0.42857	-1.0551	6.7196e-004
3407	28.714	-0.42857	-1.4301	7.3624e-004
3408	28.286	-0.85714	-1.4301	6.611e-004
3409	28.286	-0.42857	-1.8051	6.7199e-004
3410	28.286	-0.42857	-0.30506	6.7192e-004
3411	28.714	-0.42857	-0.68006	7.362e-004
3412	28.286	-0.85714	-0.68006	6.6107e-004
3413	28.714	-0.42857	6.9936e-002	7.3617e-004
3414	28.286	-0.85714	6.9936e-002	6.6103e-004
3415	28.286	-0.42857	0.44494	6.7189e-004
3416	29.143	-0.42857	-1.0551	8.0339e-004
3417	29.571	-0.42857	-1.4301	8.7327e-004
3418	29.143	-0.85714	-1.4301	7.9433e-004
3419	29.143	-0.42857	-1.8051	8.0342e-004
3420	29.143	-0.42857	-0.30506	8.0335e-004
3421	29.571	-0.42857	-0.68006	8.7323e-004
3422	29.143	-0.85714	-0.68006	7.943e-004
3423	29.571	-0.42857	6.9936e-002	8.732e-004
3424	29.143	-0.85714	6.9936e-002	7.9426e-004
3425	29.143	-0.42857	0.44494	8.0332e-004
3426	30.	-0.42857	-1.0551	9.4562e-004
3427	30.429	-0.42857	-1.4301	1.0203e-003
3428	30.	-0.85714	-1.4301	9.3801e-004
3429	30.	-0.42857	-1.8051	9.4565e-004
3430	30.	-0.42857	-0.30506	9.4558e-004
3431	30.429	-0.42857	-0.68006	1.0203e-003
3432	30.	-0.85714	-0.68006	9.3798e-004
3433	30.429	-0.42857	6.9936e-002	1.0202e-003
3434	30.	-0.85714	6.9936e-002	9.3794e-004
3435	30.	-0.42857	0.44494	9.4555e-004
3436	30.857	-0.42857	-1.0551	1.0971e-003
3437	31.286	-0.42857	-1.4301	1.1759e-003
3438	30.857	-0.85714	-1.4301	1.0907e-003
3439	30.857	-0.42857	-1.8051	1.0971e-003
3440	30.857	-0.42857	-0.30506	1.0971e-003
3441	31.286	-0.42857	-0.68006	1.1759e-003
3442	30.857	-0.85714	-0.68006	1.0907e-003
3443	31.286	-0.42857	6.9936e-002	1.1758e-003
3444	30.857	-0.85714	6.9936e-002	1.0906e-003
3445	30.857	-0.42857	0.44494	1.097e-003
3446	31.714	-0.42857	-1.0551	1.2564e-003
3447	32.143	-0.42857	-1.4301	1.3386e-003
3448	31.714	-0.85714	-1.4301	1.251e-003
3449	31.714	-0.42857	-1.8051	1.2565e-003
3450	31.714	-0.42857	-0.30506	1.2564e-003
3451	32.143	-0.42857	-0.68006	1.3386e-003
3452	31.714	-0.85714	-0.68006	1.251e-003
3453	32.143	-0.42857	6.9936e-002	1.3385e-003
3454	31.714	-0.85714	6.9936e-002	1.2509e-003
3455	31.714	-0.42857	0.44494	1.2564e-003
3456	32.571	-0.42857	-1.0551	1.4222e-003
3457	33.	-0.42857	-1.4301	1.507e-003
3458	32.571	-0.85714	-1.4301	1.4174e-003
3459	32.571	-0.42857	-1.8051	1.4222e-003
3460	32.571	-0.42857	-0.30506	1.4221e-003
3461	33.	-0.42857	-0.68006	1.507e-003
3462	32.571	-0.85714	-0.68006	1.4174e-003
3463	33.	-0.42857	6.9936e-002	1.5069e-003
3464	32.571	-0.85714	6.9936e-002	1.4173e-003
3465	32.571	-0.42857	0.44494	1.4221e-003
3466	33.429	-0.42857	-1.0551	1.5928e-003
3467	33.857	-0.42857	-1.4301	1.6793e-003
3468	33.429	-0.85714	-1.4301	1.5881e-003
3469	33.429	-0.42857	-1.8051	1.5928e-003
3470	33.429	-0.42857	-0.30506	1.5927e-003
3471	33.857	-0.42857	-0.68006	1.6792e-003
3472	33.429	-0.85714	-0.68006	1.5881e-003
3473	33.857	-0.42857	6.9936e-002	1.6792e-003
3474	33.429	-0.85714	6.9936e-002	1.5881e-003
3475	33.429	-0.42857	0.44494	1.5927e-003
3476	34.286	-0.42857	-1.0551	1.766e-003
3477	34.714	-0.42857	-1.4301	1.8524e-003
3478	34.286	-0.85714	-1.4301	1.7607e-003
3479	34.286	-0.42857	-1.8051	1.766e-003
3480	34.286	-0.42857	-0.30506	1.7659e-003
3481	34.714	-0.42857	-0.68006	1.8524e-003
3482	34.286	-0.85714	-0.68006	1.7606e-003
3483	34.714	-0.42857	6.9936e-002	1.8524e-003
3484	34.286	-0.85714	6.9936e-002	1.7606e-003
3485	34.286	-0.42857	0.44494	1.7659e-003
3486	35.143	-0.42857	-1.0551	1.9379e-003
3487	35.143	-0.85714	-1.4301	1.9313e-003
3488	35.143	-0.42857	-1.8051	1.938e-003
3489	35.571	-0.42857	-1.4301	2.0212e-003
3490	35.143	-0.42857	-0.30506	1.9379e-003
3491	35.143	-0.85714	-0.68006	1.9312e-003
3492	35.571	-0.42857	-0.68006	2.0211e-003
3493	35.143	-0.85714	6.9936e-002	1.9312e-003
3494	35.143	-0.42857	0.44494	1.9378e-003
3495	35.571	-0.42857	6.9936e-002	2.0211e-003
3496	0.85714	-1.2857	-1.0551	1.8182e-004
3497	1.2857	-1.2857	-1.4301	2.002e-004
3498	0.85714	-1.7143	-1.4301	1.595e-004
3499	0.85714	-1.2857	-1.8051	1.8203e-004
3500	0.42857	-1.2857	-1.4301	1.6692e-004
3501	0.85714	-1.2857	-0.30506	1.8166e-004
3502	1.2857	-1.2857	-0.68006	2.0012e-004
3503	0.85714	-1.7143	-0.68006	1.5922e-004
3504	0.42857	-1.2857	-0.68006	1.6673e-004
3505	1.2857	-1.2857	6.9936e-002	1.9987e-004
3506	0.85714	-1.7143	6.9936e-002	1.5915e-004
3507	0.85714	-1.2857	0.44494	1.8158e-004
3508	0.42857	-1.2857	6.9936e-002	1.6659e-004
3509	1.7143	-1.2857	-1.0551	2.2092e-004
3510	2.1429	-1.2857	-1.4301	2.4297e-004
3511	1.7143	-1.7143	-1.4301	2.0441e-004
3512	1.7143	-1.2857	-1.8051	2.2099e-004
3513	1.7143	-1.2857	-0.30506	2.2077e-004
3514	2.1429	-1.2857	-0.68006	2.4283e-004
3515	1.7143	-1.7143	-0.68006	2.0434e-004
3516	2.1429	-1.2857	6.9936e-002	2.427e-004
3517	1.7143	-1.7143	6.9936e-002	2.0406e-004
3518	1.7143	-1.2857	0.44494	2.2055e-004
3519	2.5714	-1.2857	-1.0551	2.6551e-004
3520	3.	-1.2857	-1.4301	2.8846e-004
3521	2.5714	-1.7143	-1.4301	2.5307e-004
3522	2.5714	-1.2857	-1.8051	2.6563e-004
3523	2.5714	-1.2857	-0.30506	2.6537e-004
3524	3.	-1.2857	-0.68006	2.8834e-004
3525	2.5714	-1.7143	-0.68006	2.5293e-004
3526	3.	-1.2857	6.9936e-002	2.882e-004
3527	2.5714	-1.7143	6.9936e-002	2.528e-004
3528	2.5714	-1.2857	0.44494	2.6524e-004
3529	3.4286	-1.2857	-1.0551	3.1136e-004
3530	3.8571	-1.2857	-1.4301	3.3424e-004
3531	3.4286	-1.7143	-1.4301	3.0139e-004
3532	3.4286	-1.2857	-1.8051	3.1147e-004
3533	3.4286	-1.2857	-0.30506	3.1123e-004
3534	3.8571	-1.2857	-0.68006	3.3412e-004
3535	3.4286	-1.7143	-0.68006	3.0128e-004
3536	3.8571	-1.2857	6.9936e-002	3.34e-004
3537	3.4286	-1.7143	6.9936e-002	3.0114e-004
3538	3.4286	-1.2857	0.44494	3.111e-004
3539	4.2857	-1.2857	-1.0551	3.567e-004
3540	4.7143	-1.2857	-1.4301	3.7887e-004
3541	4.2857	-1.7143	-1.4301	3.4845e-004
3542	4.2857	-1.2857	-1.8051	3.5682e-004
3543	4.2857	-1.2857	-0.30506	3.5659e-004
3544	4.7143	-1.2857	-0.68006	3.7875e-004
3545	4.2857	-1.7143	-0.68006	3.4834e-004
3546	4.7143	-1.2857	6.9936e-002	3.7864e-004
3547	4.2857	-1.7143	6.9936e-002	3.4822e-004
3548	4.2857	-1.2857	0.44494	3.5647e-004
3549	5.1429	-1.2857	-1.0551	4.0039e-004
3550	5.5714	-1.2857	-1.4301	4.2137e-004
3551	5.1429	-1.7143	-1.4301	3.9344e-004
3552	5.1429	-1.2857	-1.8051	4.005e-004
3553	5.1429	-1.2857	-0.30506	4.0028e-004
3554	5.5714	-1.2857	-0.68006	4.2127e-004
3555	5.1429	-1.7143	-0.68006	3.9333e-004
3556	5.5714	-1.2857	6.9936e-002	4.2116e-004
3557	5.1429	-1.7143	6.9936e-002	3.9322e-004
3558	5.1429	-1.2857	0.44494	4.0017e-004
3559	6.	-1.2857	-1.0551	4.4151e-004
3560	6.4286	-1.2857	-1.4301	4.6089e-004
3561	6.	-1.7143	-1.4301	4.3565e-004
3562	6.	-1.2857	-1.8051	4.4161e-004
3563	6.	-1.2857	-0.30506	4.414e-004
3564	6.4286	-1.2857	-0.68006	4.6079e-004
3565	6.	-1.7143	-0.68006	4.3555e-004
3566	6.4286	-1.2857	6.9936e-002	4.6069e-004
3567	6.	-1.7143	6.9936e-002	4.3544e-004
3568	6.	-1.2857	0.44494	4.413e-004
3569	6.8571	-1.2857	-1.0551	4.7922e-004
3570	7.2857	-1.2857	-1.4301	4.9658e-004
3571	6.8571	-1.7143	-1.4301	4.7436e-004
3572	6.8571	-1.2857	-1.8051	4.7932e-004
3573	6.8571	-1.2857	-0.30506	4.7912e-004
3574	7.2857	-1.2857	-0.68006	4.9648e-004
3575	6.8571	-1.7143	-0.68006	4.7426e-004
3576	7.2857	-1.2857	6.9936e-002	4.9639e-004
3577	6.8571	-1.7143	6.9936e-002	4.7416e-004
3578	6.8571	-1.2857	0.44494	4.7902e-004
3579	7.7143	-1.2857	-1.0551	5.1267e-004
3580	8.1429	-1.2857	-1.4301	5.2758e-004
3581	7.7143	-1.7143	-1.4301	5.0877e-004
3582	7.7143	-1.2857	-1.8051	5.1277e-004
3583	7.7143	-1.2857	-0.30506	5.1258e-004
3584	8.1429	-1.2857	-0.68006	5.2748e-004
3585	7.7143	-1.7143	-0.68006	5.0867e-004
3586	8.1429	-1.2857	6.9936e-002	5.2739e-004
3587	7.7143	-1.7143	6.9936e-002	5.0858e-004
3588	7.7143	-1.2857	0.44494	5.1248e-004
3589	8.5714	-1.2857	-1.0551	5.4096e-004
3590	9.	-1.2857	-1.4301	5.5289e-004
3591	8.5714	-1.7143	-1.4301	5.3798e-004
3592	8.5714	-1.2857	-1.8051	5.4106e-004
3593	8.5714	-1.2857	-0.30506	5.4087e-004
3594	9.	-1.2857	-0.68006	5.528e-004
3595	8.5714	-1.7143	-0.68006	5.3789e-004
3596	9.	-1.2857	6.9936e-002	5.5271e-004
3597	8.5714	-1.7143	6.9936e-002	5.378e-004
3598	8.5714	-1.2857	0.44494	5.4078e-004
3599	9.4286	-1.2857	-1.0551	5.63e-004
3600	9.8571	-1.2857	-1.4301	5.7131e-004
3601	9.4286	-1.7143	-1.4301	5.609e-004
3602	9.4286	-1.2857	-1.8051	5.6308e-004
3603	9.4286	-1.2857	-0.30506	5.6291e-004
3604	9.8571	-1.2857	-0.68006	5.7123e-004
3605	9.4286	-1.7143	-0.68006	5.6081e-004
3606	9.8571	-1.2857	6.9936e-002	5.7114e-004
3607	9.4286	-1.7143	6.9936e-002	5.6073e-004
3608	9.4286	-1.2857	0.44494	5.6282e-004
3609	10.286	-1.2857	-1.0551	5.7743e-004
3610	10.714	-1.2857	-1.4301	5.8137e-004
3611	10.286	-1.7143	-1.4301	5.7619e-004
3612	10.286	-1.2857	-1.8051	5.7751e-004
3613	10.286	-1.2857	-0.30506	5.7735e-004
3614	10.714	-1.2857	-0.68006	5.8129e-004
3615	10.286	-1.7143	-0.68006	5.7611e-004
3616	10.714	-1.2857	6.9936e-002	5.8121e-004
3617	10.286	-1.7143	6.9936e-002	5.7602e-004
3618	10.286	-1.2857	0.44494	5.7727e-004
3619	11.143	-1.2857	-1.0551	5.8273e-004
3620	11.571	-1.2857	-1.4301	5.8154e-004
3621	11.143	-1.7143	-1.4301	5.8242e-004
3622	11.143	-1.2857	-1.8051	5.828e-004
3623	11.143	-1.2857	-0.30506	5.8265e-004
3624	11.571	-1.2857	-0.68006	5.8147e-004
3625	11.143	-1.7143	-0.68006	5.8234e-004
3626	11.571	-1.2857	6.9936e-002	5.814e-004
3627	11.143	-1.7143	6.9936e-002	5.8227e-004
3628	11.143	-1.2857	0.44494	5.8257e-004
3629	12.	-1.2857	-1.0551	5.7756e-004
3630	12.429	-1.2857	-1.4301	5.7094e-004
3631	12.	-1.7143	-1.4301	5.7848e-004
3632	12.	-1.2857	-1.8051	5.7764e-004
3633	12.	-1.2857	-0.30506	5.7749e-004
3634	12.429	-1.2857	-0.68006	5.7087e-004
3635	12.	-1.7143	-0.68006	5.7841e-004
3636	12.429	-1.2857	6.9936e-002	5.708e-004
3637	12.	-1.7143	6.9936e-002	5.7834e-004
3638	12.	-1.2857	0.44494	5.7742e-004
3639	12.857	-1.2857	-1.0551	5.6163e-004
3640	13.286	-1.2857	-1.4301	5.5001e-004
3641	12.857	-1.7143	-1.4301	5.642e-004
3642	12.857	-1.2857	-1.8051	5.6169e-004
3643	12.857	-1.2857	-0.30506	5.6156e-004
3644	13.286	-1.2857	-0.68006	5.4995e-004
3645	12.857	-1.7143	-0.68006	5.6413e-004
3646	13.286	-1.2857	6.9936e-002	5.4989e-004
3647	12.857	-1.7143	6.9936e-002	5.6407e-004
3648	12.857	-1.2857	0.44494	5.615e-004
3649	13.714	-1.2857	-1.0551	5.3621e-004
3650	14.143	-1.2857	-1.4301	5.2071e-004
3651	13.714	-1.7143	-1.4301	5.4069e-004
3652	13.714	-1.2857	-1.8051	5.3626e-004
3653	13.714	-1.2857	-0.30506	5.3615e-004
3654	14.143	-1.2857	-0.68006	5.2066e-004
3655	13.714	-1.7143	-0.68006	5.4063e-004
3656	14.143	-1.2857	6.9936e-002	5.206e-004
3657	13.714	-1.7143	6.9936e-002	5.4057e-004
3658	13.714	-1.2857	0.44494	5.3609e-004
3659	14.571	-1.2857	-1.0551	5.0373e-004
3660	15.	-1.2857	-1.4301	4.8575e-004
3661	14.571	-1.7143	-1.4301	5.1009e-004
3662	14.571	-1.2857	-1.8051	5.0379e-004
3663	14.571	-1.2857	-0.30506	5.0368e-004
3664	15.	-1.2857	-0.68006	4.857e-004
3665	14.571	-1.7143	-0.68006	5.1004e-004
3666	15.	-1.2857	6.9936e-002	4.8565e-004
3667	14.571	-1.7143	6.9936e-002	5.0999e-004
3668	14.571	-1.2857	0.44494	5.0363e-004
3669	15.429	-1.2857	-1.0551	4.6697e-004
3670	15.857	-1.2857	-1.4301	4.478e-004
3671	15.429	-1.7143	-1.4301	4.7491e-004
3672	15.429	-1.2857	-1.8051	4.6702e-004
3673	15.429	-1.2857	-0.30506	4.6693e-004
3674	15.857	-1.2857	-0.68006	4.4776e-004
3675	15.429	-1.7143	-0.68006	4.7486e-004
3676	15.857	-1.2857	6.9936e-002	4.4772e-004
3677	15.429	-1.7143	6.9936e-002	4.7482e-004
3678	15.429	-1.2857	0.44494	4.6688e-004
3679	16.286	-1.2857	-1.0551	4.2842e-004
3680	16.714	-1.2857	-1.4301	4.0914e-004
3681	16.286	-1.7143	-1.4301	4.3744e-004
3682	16.286	-1.2857	-1.8051	4.2846e-004
3683	16.286	-1.2857	-0.30506	4.2838e-004
3684	16.714	-1.2857	-0.68006	4.0911e-004
3685	16.286	-1.7143	-0.68006	4.3741e-004
3686	16.714	-1.2857	6.9936e-002	4.0908e-004
3687	16.286	-1.7143	6.9936e-002	4.3737e-004
3688	16.286	-1.2857	0.44494	4.2835e-004
3689	17.143	-1.2857	-1.0551	3.901e-004
3690	17.571	-1.2857	-1.4301	3.7155e-004
3691	17.143	-1.7143	-1.4301	3.996e-004
3692	17.143	-1.2857	-1.8051	3.9013e-004
3693	17.143	-1.2857	-0.30506	3.9008e-004
3694	17.571	-1.2857	-0.68006	3.7152e-004
3695	17.143	-1.7143	-0.68006	3.9958e-004
3696	17.571	-1.2857	6.9936e-002	3.715e-004
3697	17.143	-1.7143	6.9936e-002	3.9955e-004
3698	17.143	-1.2857	0.44494	3.9005e-004
3699	18.	-1.2857	-1.0551	3.5356e-004
3700	18.429	-1.2857	-1.4301	3.3629e-004
3701	18.	-1.7143	-1.4301	3.6279e-004
3702	18.	-1.2857	-1.8051	3.5358e-004
3703	18.	-1.2857	-0.30506	3.5354e-004
3704	18.429	-1.2857	-0.68006	3.3627e-004
3705	18.	-1.7143	-0.68006	3.6277e-004
3706	18.429	-1.2857	6.9936e-002	3.3626e-004
3707	18.	-1.7143	6.9936e-002	3.6275e-004
3708	18.	-1.2857	0.44494	3.5352e-004
3709	18.857	-1.2857	-1.0551	3.1978e-004
3710	19.286	-1.2857	-1.4301	3.041e-004
3711	18.857	-1.7143	-1.4301	3.279e-004
3712	18.857	-1.2857	-1.8051	3.1979e-004
3713	18.857	-1.2857	-0.30506	3.1976e-004
3714	19.286	-1.2857	-0.68006	3.041e-004
3715	18.857	-1.7143	-0.68006	3.2789e-004
3716	19.286	-1.2857	6.9936e-002	3.0409e-004
3717	18.857	-1.7143	6.9936e-002	3.2788e-004
3718	18.857	-1.2857	0.44494	3.1975e-004
3719	19.714	-1.2857	-1.0551	2.8923e-004
3720	20.143	-1.2857	-1.4301	2.7513e-004
3721	19.714	-1.7143	-1.4301	2.9528e-004
3722	19.714	-1.2857	-1.8051	2.8924e-004
3723	19.714	-1.2857	-0.30506	2.8923e-004
3724	20.143	-1.2857	-0.68006	2.7513e-004
3725	19.714	-1.7143	-0.68006	2.9528e-004
3726	20.143	-1.2857	6.9936e-002	2.7513e-004
3727	19.714	-1.7143	6.9936e-002	2.9528e-004
3728	19.714	-1.2857	0.44494	2.8922e-004
3729	20.571	-1.2857	-1.0551	2.6175e-004
3730	21.	-1.2857	-1.4301	2.4915e-004
3731	20.571	-1.7143	-1.4301	2.6484e-004
3732	20.571	-1.2857	-1.8051	2.6175e-004
3733	20.571	-1.2857	-0.30506	2.6176e-004
3734	21.	-1.2857	-0.68006	2.4915e-004
3735	20.571	-1.7143	-0.68006	2.6484e-004
3736	21.	-1.2857	6.9936e-002	2.4915e-004
3737	20.571	-1.7143	6.9936e-002	2.6485e-004
3738	20.571	-1.2857	0.44494	2.6176e-004
3739	21.429	-1.2857	-1.0551	2.3714e-004
3740	21.857	-1.2857	-1.4301	2.256e-004
3741	21.429	-1.7143	-1.4301	2.3583e-004
3742	21.429	-1.2857	-1.8051	2.3713e-004
3743	21.429	-1.2857	-0.30506	2.3714e-004
3744	21.857	-1.2857	-0.68006	2.2561e-004
3745	21.429	-1.7143	-0.68006	2.3584e-004
3746	21.857	-1.2857	6.9936e-002	2.2562e-004
3747	21.429	-1.7143	6.9936e-002	2.3585e-004
3748	21.429	-1.2857	0.44494	2.3715e-004
3749	22.286	-1.2857	-1.0551	2.1506e-004
3750	22.714	-1.2857	-1.4301	2.0603e-004
3751	22.286	-1.7143	-1.4301	2.0788e-004
3752	22.286	-1.2857	-1.8051	2.1505e-004
3753	22.286	-1.2857	-0.30506	2.1506e-004
3754	22.714	-1.2857	-0.68006	2.0604e-004
3755	22.286	-1.7143	-0.68006	2.0789e-004
3756	22.714	-1.2857	6.9936e-002	2.0604e-004
3757	22.286	-1.7143	6.9936e-002	2.079e-004
3758	22.286	-1.2857	0.44494	2.1507e-004
3759	23.143	-1.2857	-1.0551	1.9869e-004
3760	23.571	-1.2857	-1.4301	1.9993e-004
3761	23.143	-1.7143	-1.4301	1.8263e-004
3762	23.143	-1.2857	-1.8051	1.9868e-004
3763	23.143	-1.2857	-0.30506	1.987e-004
3764	23.571	-1.2857	-0.68006	1.9993e-004
3765	23.143	-1.7143	-0.68006	1.8264e-004
3766	23.571	-1.2857	6.9936e-002	1.9993e-004
3767	23.143	-1.7143	6.9936e-002	1.8265e-004
3768	23.143	-1.2857	0.44494	1.987e-004
3769	24.	-1.2857	-1.0551	2.0481e-004
3770	24.429	-1.2857	-1.4301	2.229e-004
3771	24.	-1.7143	-1.4301	1.8086e-004
3772	24.	-1.2857	-1.8051	2.0481e-004
3773	24.	-1.2857	-0.30506	2.0481e-004
3774	24.429	-1.2857	-0.68006	2.2289e-004
3775	24.	-1.7143	-0.68006	1.8085e-004
3776	24.429	-1.2857	6.9936e-002	2.2288e-004
3777	24.	-1.7143	6.9936e-002	1.8085e-004
3778	24.	-1.2857	0.44494	2.0481e-004
3779	24.857	-1.2857	-1.0551	2.4868e-004
3780	25.286	-1.2857	-1.4301	2.842e-004
3781	24.857	-1.7143	-1.4301	2.2862e-004
3782	24.857	-1.2857	-1.8051	2.4869e-004
3783	24.857	-1.2857	-0.30506	2.4866e-004
3784	25.286	-1.2857	-0.68006	2.8418e-004
3785	24.857	-1.7143	-0.68006	2.286e-004
3786	25.286	-1.2857	6.9936e-002	2.8415e-004
3787	24.857	-1.7143	6.9936e-002	2.2858e-004
3788	24.857	-1.2857	0.44494	2.4865e-004
3789	25.714	-1.2857	-1.0551	3.2488e-004
3790	26.143	-1.2857	-1.4301	3.707e-004
3791	25.714	-1.7143	-1.4301	3.1266e-004
3792	25.714	-1.2857	-1.8051	3.2491e-004
3793	25.714	-1.2857	-0.30506	3.2486e-004
3794	26.143	-1.2857	-0.68006	3.7067e-004
3795	25.714	-1.7143	-0.68006	3.1263e-004
3796	26.143	-1.2857	6.9936e-002	3.7064e-004
3797	25.714	-1.7143	6.9936e-002	3.1259e-004
3798	25.714	-1.2857	0.44494	3.2483e-004
3799	26.571	-1.2857	-1.0551	4.207e-004
3800	27.	-1.2857	-1.4301	4.7443e-004
3801	26.571	-1.7143	-1.4301	4.1422e-004
3802	26.571	-1.2857	-1.8051	4.2074e-004
3803	26.571	-1.2857	-0.30506	4.2067e-004
3804	27.	-1.2857	-0.68006	4.744e-004
3805	26.571	-1.7143	-0.68006	4.1418e-004
3806	27.	-1.2857	6.9936e-002	4.7436e-004
3807	26.571	-1.7143	6.9936e-002	4.1415e-004
3808	26.571	-1.2857	0.44494	4.2064e-004
3809	27.429	-1.2857	-1.0551	5.3152e-004
3810	27.857	-1.2857	-1.4301	5.9188e-004
3811	27.429	-1.7143	-1.4301	5.2868e-004
3812	27.429	-1.2857	-1.8051	5.3156e-004
3813	27.429	-1.2857	-0.30506	5.3149e-004
3814	27.857	-1.2857	-0.68006	5.9185e-004
3815	27.429	-1.7143	-0.68006	5.2864e-004
3816	27.857	-1.2857	6.9936e-002	5.9181e-004
3817	27.429	-1.7143	6.9936e-002	5.286e-004
3818	27.429	-1.2857	0.44494	5.3145e-004
3819	28.286	-1.2857	-1.0551	6.552e-004
3820	28.714	-1.2857	-1.4301	7.2138e-004
3821	28.286	-1.7143	-1.4301	6.5466e-004
3822	28.286	-1.2857	-1.8051	6.5524e-004
3823	28.286	-1.2857	-0.30506	6.5516e-004
3824	28.714	-1.2857	-0.68006	7.2134e-004
3825	28.286	-1.7143	-0.68006	6.5461e-004
3826	28.714	-1.2857	6.9936e-002	7.213e-004
3827	28.286	-1.7143	6.9936e-002	6.5457e-004
3828	28.286	-1.2857	0.44494	6.5512e-004
3829	29.143	-1.2857	-1.0551	7.9017e-004
3830	29.571	-1.2857	-1.4301	8.6152e-004
3831	29.143	-1.7143	-1.4301	7.9124e-004
3832	29.143	-1.2857	-1.8051	7.9021e-004
3833	29.143	-1.2857	-0.30506	7.9013e-004
3834	29.571	-1.2857	-0.68006	8.6148e-004
3835	29.143	-1.7143	-0.68006	7.9119e-004
3836	29.571	-1.2857	6.9936e-002	8.6144e-004
3837	29.143	-1.7143	6.9936e-002	7.9115e-004
3838	29.143	-1.2857	0.44494	7.9009e-004
3839	30.	-1.2857	-1.0551	9.3517e-004
3840	30.429	-1.2857	-1.4301	1.011e-003
3841	30.	-1.7143	-1.4301	9.3734e-004
3842	30.	-1.2857	-1.8051	9.3521e-004
3843	30.	-1.2857	-0.30506	9.3513e-004
3844	30.429	-1.2857	-0.68006	1.011e-003
3845	30.	-1.7143	-0.68006	9.3729e-004
