Node Number	X Location (in)	Y Location (in)	Z Location (in)	Directional Deformation (in)
515	6.8571	-1.2857	-0.68006	-4.4862e-004
516	6.8571	-1.2857	6.9936e-002	-4.4851e-004
517	7.7143	-1.2857	-1.4301	-4.8161e-004
518	7.7143	-1.2857	-0.68006	-4.8151e-004
519	7.7143	-1.2857	6.9936e-002	-4.8141e-004
520	8.5714	-1.2857	-1.4301	-5.0866e-004
521	8.5714	-1.2857	-0.68006	-5.0856e-004
522	8.5714	-1.2857	6.9936e-002	-5.0847e-004
523	9.4286	-1.2857	-1.4301	-5.2875e-004
524	9.4286	-1.2857	-0.68006	-5.2865e-004
525	9.4286	-1.2857	6.9936e-002	-5.2856e-004
526	10.286	-1.2857	-1.4301	-5.404e-004
527	10.286	-1.2857	-0.68006	-5.4031e-004
528	10.286	-1.2857	6.9936e-002	-5.4022e-004
529	11.143	-1.2857	-1.4301	-5.4193e-004
530	11.143	-1.2857	-0.68006	-5.4184e-004
531	11.143	-1.2857	6.9936e-002	-5.4176e-004
532	12.	-1.2857	-1.4301	-5.3192e-004
533	12.	-1.2857	-0.68006	-5.3184e-004
534	12.	-1.2857	6.9936e-002	-5.3175e-004
535	12.857	-1.2857	-1.4301	-5.1012e-004
536	12.857	-1.2857	-0.68006	-5.1004e-004
537	12.857	-1.2857	6.9936e-002	-5.0996e-004
538	13.714	-1.2857	-1.4301	-4.7798e-004
539	13.714	-1.2857	-0.68006	-4.779e-004
540	13.714	-1.2857	6.9936e-002	-4.7783e-004
541	14.571	-1.2857	-1.4301	-4.3814e-004
542	14.571	-1.2857	-0.68006	-4.3806e-004
543	14.571	-1.2857	6.9936e-002	-4.3799e-004
544	15.429	-1.2857	-1.4301	-3.9349e-004
545	15.429	-1.2857	-0.68006	-3.9341e-004
546	15.429	-1.2857	6.9936e-002	-3.9334e-004
547	16.286	-1.2857	-1.4301	-3.4669e-004
548	16.286	-1.2857	-0.68006	-3.4662e-004
549	16.286	-1.2857	6.9936e-002	-3.4655e-004
550	17.143	-1.2857	-1.4301	-3.0008e-004
551	17.143	-1.2857	-0.68006	-3.0001e-004
552	17.143	-1.2857	6.9936e-002	-2.9995e-004
553	18.	-1.2857	-1.4301	-2.5573e-004
554	18.	-1.2857	-0.68006	-2.5566e-004
555	18.	-1.2857	6.9936e-002	-2.556e-004
556	18.857	-1.2857	-1.4301	-2.1549e-004
557	18.857	-1.2857	-0.68006	-2.1543e-004
558	18.857	-1.2857	6.9936e-002	-2.1537e-004
559	19.714	-1.2857	-1.4301	-1.8107e-004
560	19.714	-1.2857	-0.68006	-1.8101e-004
561	19.714	-1.2857	6.9936e-002	-1.8095e-004
562	20.571	-1.2857	-1.4301	-1.5384e-004
563	20.571	-1.2857	-0.68006	-1.5378e-004
564	20.571	-1.2857	6.9936e-002	-1.5373e-004
565	21.429	-1.2857	-1.4301	-1.3493e-004
566	21.429	-1.2857	-0.68006	-1.3488e-004
567	21.429	-1.2857	6.9936e-002	-1.3483e-004
568	22.286	-1.2857	-1.4301	-1.2492e-004
569	22.286	-1.2857	-0.68006	-1.2487e-004
570	22.286	-1.2857	6.9936e-002	-1.2483e-004
571	23.143	-1.2857	-1.4301	-1.2561e-004
572	23.143	-1.2857	-0.68006	-1.2556e-004
573	23.143	-1.2857	6.9936e-002	-1.2552e-004
574	24.	-1.2857	-1.4301	-1.5204e-004
575	24.	-1.2857	-0.68006	-1.5201e-004
576	24.	-1.2857	6.9936e-002	-1.5197e-004
577	24.857	-1.2857	-1.4301	-2.1779e-004
578	24.857	-1.2857	-0.68006	-2.1775e-004
579	24.857	-1.2857	6.9936e-002	-2.1772e-004
580	25.714	-1.2857	-1.4301	-3.099e-004
581	25.714	-1.2857	-0.68006	-3.0986e-004
582	25.714	-1.2857	6.9936e-002	-3.0982e-004
583	26.571	-1.2857	-1.4301	-4.1391e-004
584	26.571	-1.2857	-0.68006	-4.1387e-004
585	26.571	-1.2857	6.9936e-002	-4.1383e-004
586	27.429	-1.2857	-1.4301	-5.2864e-004
587	27.429	-1.2857	-0.68006	-5.286e-004
588	27.429	-1.2857	6.9936e-002	-5.2856e-004
589	28.286	-1.2857	-1.4301	-6.5414e-004
590	28.286	-1.2857	-0.68006	-6.541e-004
591	28.286	-1.2857	6.9936e-002	-6.5405e-004
592	29.143	-1.2857	-1.4301	-7.8989e-004
593	29.143	-1.2857	-0.68006	-7.8985e-004
594	29.143	-1.2857	6.9936e-002	-7.8981e-004
595	30.	-1.2857	-1.4301	-9.3515e-004
596	30.	-1.2857	-0.68006	-9.3511e-004
597	30.	-1.2857	6.9936e-002	-9.3507e-004
598	30.857	-1.2857	-1.4301	-1.0889e-003
599	30.857	-1.2857	-0.68006	-1.0888e-003
600	30.857	-1.2857	6.9936e-002	-1.0888e-003
601	31.714	-1.2857	-1.4301	-1.2498e-003
602	31.714	-1.2857	-0.68006	-1.2498e-003
603	31.714	-1.2857	6.9936e-002	-1.2498e-003
604	32.571	-1.2857	-1.4301	-1.4165e-003
605	32.571	-1.2857	-0.68006	-1.4165e-003
606	32.571	-1.2857	6.9936e-002	-1.4165e-003
607	33.429	-1.2857	-1.4301	-1.5871e-003
608	33.429	-1.2857	-0.68006	-1.587e-003
609	33.429	-1.2857	6.9936e-002	-1.587e-003
610	34.286	-1.2857	-1.4301	-1.7588e-003
611	34.286	-1.2857	-0.68006	-1.7588e-003
612	34.286	-1.2857	6.9936e-002	-1.7587e-003
613	35.143	-1.2857	-1.4301	-1.9283e-003
614	35.143	-1.2857	-0.68006	-1.9283e-003
615	35.143	-1.2857	6.9936e-002	-1.9283e-003
616	0.85714	-2.1429	-1.4301	-1.0271e-004
617	0.85714	-2.1429	-0.68006	-1.0231e-004
618	0.85714	-2.1429	6.9936e-002	-1.0224e-004
619	1.7143	-2.1429	-1.4301	-1.6625e-004
620	1.7143	-2.1429	-0.68006	-1.6623e-004
621	1.7143	-2.1429	6.9936e-002	-1.6592e-004
622	2.5714	-2.1429	-1.4301	-2.2282e-004
623	2.5714	-2.1429	-0.68006	-2.2268e-004
624	2.5714	-2.1429	6.9936e-002	-2.2253e-004
625	3.4286	-2.1429	-1.4301	-2.747e-004
626	3.4286	-2.1429	-0.68006	-2.7459e-004
627	3.4286	-2.1429	6.9936e-002	-2.7446e-004
628	4.2857	-2.1429	-1.4301	-3.2349e-004
629	4.2857	-2.1429	-0.68006	-3.2338e-004
630	4.2857	-2.1429	6.9936e-002	-3.2326e-004
631	5.1429	-2.1429	-1.4301	-3.6908e-004
632	5.1429	-2.1429	-0.68006	-3.6897e-004
633	5.1429	-2.1429	6.9936e-002	-3.6886e-004
634	6.	-2.1429	-1.4301	-4.1108e-004
635	6.	-2.1429	-0.68006	-4.1097e-004
636	6.	-2.1429	6.9936e-002	-4.1087e-004
637	6.8571	-2.1429	-1.4301	-4.4887e-004
638	6.8571	-2.1429	-0.68006	-4.4876e-004
639	6.8571	-2.1429	6.9936e-002	-4.4866e-004
640	7.7143	-2.1429	-1.4301	-4.8167e-004
641	7.7143	-2.1429	-0.68006	-4.8157e-004
642	7.7143	-2.1429	6.9936e-002	-4.8147e-004
643	8.5714	-2.1429	-1.4301	-5.0853e-004
644	8.5714	-2.1429	-0.68006	-5.0843e-004
645	8.5714	-2.1429	6.9936e-002	-5.0834e-004
646	9.4286	-2.1429	-1.4301	-5.2822e-004
647	9.4286	-2.1429	-0.68006	-5.2813e-004
648	9.4286	-2.1429	6.9936e-002	-5.2804e-004
649	10.286	-2.1429	-1.4301	-5.3929e-004
650	10.286	-2.1429	-0.68006	-5.392e-004
651	10.286	-2.1429	6.9936e-002	-5.3911e-004
652	11.143	-2.1429	-1.4301	-5.4022e-004
653	11.143	-2.1429	-0.68006	-5.4013e-004
654	11.143	-2.1429	6.9936e-002	-5.4005e-004
655	12.	-2.1429	-1.4301	-5.2994e-004
656	12.	-2.1429	-0.68006	-5.2986e-004
657	12.	-2.1429	6.9936e-002	-5.2977e-004
658	12.857	-2.1429	-1.4301	-5.0841e-004
659	12.857	-2.1429	-0.68006	-5.0833e-004
660	12.857	-2.1429	6.9936e-002	-5.0825e-004
661	13.714	-2.1429	-1.4301	-4.7688e-004
662	13.714	-2.1429	-0.68006	-4.768e-004
663	13.714	-2.1429	6.9936e-002	-4.7672e-004
664	14.571	-2.1429	-1.4301	-4.3762e-004
665	14.571	-2.1429	-0.68006	-4.3755e-004
666	14.571	-2.1429	6.9936e-002	-4.3747e-004
667	15.429	-2.1429	-1.4301	-3.9337e-004
668	15.429	-2.1429	-0.68006	-3.933e-004
669	15.429	-2.1429	6.9936e-002	-3.9322e-004
670	16.286	-2.1429	-1.4301	-3.4677e-004
671	16.286	-2.1429	-0.68006	-3.4671e-004
672	16.286	-2.1429	6.9936e-002	-3.4664e-004
673	17.143	-2.1429	-1.4301	-3.0025e-004
674	17.143	-2.1429	-0.68006	-3.0019e-004
675	17.143	-2.1429	6.9936e-002	-3.0012e-004
676	18.	-2.1429	-1.4301	-2.5594e-004
677	18.	-2.1429	-0.68006	-2.5587e-004
678	18.	-2.1429	6.9936e-002	-2.5581e-004
679	18.857	-2.1429	-1.4301	-2.1572e-004
680	18.857	-2.1429	-0.68006	-2.1566e-004
681	18.857	-2.1429	6.9936e-002	-2.156e-004
682	19.714	-2.1429	-1.4301	-1.8128e-004
683	19.714	-2.1429	-0.68006	-1.8123e-004
684	19.714	-2.1429	6.9936e-002	-1.8117e-004
685	20.571	-2.1429	-1.4301	-1.5387e-004
686	20.571	-2.1429	-0.68006	-1.5382e-004
687	20.571	-2.1429	6.9936e-002	-1.5376e-004
688	21.429	-2.1429	-1.4301	-1.3428e-004
689	21.429	-2.1429	-0.68006	-1.3424e-004
690	21.429	-2.1429	6.9936e-002	-1.3419e-004
691	22.286	-2.1429	-1.4301	-1.2099e-004
692	22.286	-2.1429	-0.68006	-1.2094e-004
693	22.286	-2.1429	6.9936e-002	-1.209e-004
694	23.143	-2.1429	-1.4301	-1.146e-004
695	23.143	-2.1429	-0.68006	-1.1456e-004
696	23.143	-2.1429	6.9936e-002	-1.1452e-004
697	24.	-2.1429	-1.4301	-1.2303e-004
698	24.	-2.1429	-0.68006	-1.23e-004
699	24.	-2.1429	6.9936e-002	-1.2297e-004
700	24.857	-2.1429	-1.4301	-2.0679e-004
701	24.857	-2.1429	-0.68006	-2.0675e-004
702	24.857	-2.1429	6.9936e-002	-2.0671e-004
703	25.714	-2.1429	-1.4301	-3.0596e-004
704	25.714	-2.1429	-0.68006	-3.0593e-004
705	25.714	-2.1429	6.9936e-002	-3.0589e-004
706	26.571	-2.1429	-1.4301	-4.1327e-004
707	26.571	-2.1429	-0.68006	-4.1323e-004
708	26.571	-2.1429	6.9936e-002	-4.1319e-004
709	27.429	-2.1429	-1.4301	-5.2868e-004
710	27.429	-2.1429	-0.68006	-5.2864e-004
711	27.429	-2.1429	6.9936e-002	-5.286e-004
712	28.286	-2.1429	-1.4301	-6.5437e-004
713	28.286	-2.1429	-0.68006	-6.5433e-004
714	28.286	-2.1429	6.9936e-002	-6.5429e-004
715	29.143	-2.1429	-1.4301	-7.9017e-004
716	29.143	-2.1429	-0.68006	-7.9013e-004
717	29.143	-2.1429	6.9936e-002	-7.9009e-004
718	30.	-2.1429	-1.4301	-9.3546e-004
719	30.	-2.1429	-0.68006	-9.3542e-004
720	30.	-2.1429	6.9936e-002	-9.3538e-004
721	30.857	-2.1429	-1.4301	-1.0892e-003
722	30.857	-2.1429	-0.68006	-1.0892e-003
723	30.857	-2.1429	6.9936e-002	-1.0891e-003
724	31.714	-2.1429	-1.4301	-1.2502e-003
725	31.714	-2.1429	-0.68006	-1.2502e-003
726	31.714	-2.1429	6.9936e-002	-1.2501e-003
727	32.571	-2.1429	-1.4301	-1.4167e-003
728	32.571	-2.1429	-0.68006	-1.4167e-003
729	32.571	-2.1429	6.9936e-002	-1.4166e-003
730	33.429	-2.1429	-1.4301	-1.5867e-003
731	33.429	-2.1429	-0.68006	-1.5867e-003
732	33.429	-2.1429	6.9936e-002	-1.5866e-003
733	34.286	-2.1429	-1.4301	-1.7574e-003
734	34.286	-2.1429	-0.68006	-1.7574e-003
735	34.286	-2.1429	6.9936e-002	-1.7573e-003
736	35.143	-2.1429	-1.4301	-1.9259e-003
737	35.143	-2.1429	-0.68006	-1.9259e-003
738	35.143	-2.1429	6.9936e-002	-1.9258e-003
739	35.143	-2.1429	-2.1801	-1.926e-003
740	34.286	-2.1429	-2.1801	-1.7575e-003
741	33.429	-2.1429	-2.1801	-1.5867e-003
742	32.571	-2.1429	-2.1801	-1.4168e-003
743	31.714	-2.1429	-2.1801	-1.2502e-003
744	30.857	-2.1429	-2.1801	-1.0893e-003
745	30.	-2.1429	-2.1801	-9.355e-004
746	29.143	-2.1429	-2.1801	-7.9021e-004
747	28.286	-2.1429	-2.1801	-6.5441e-004
748	27.429	-2.1429	-2.1801	-5.2872e-004
749	26.571	-2.1429	-2.1801	-4.1331e-004
750	25.714	-2.1429	-2.1801	-3.06e-004
751	24.857	-2.1429	-2.1801	-2.0682e-004
752	24.	-2.1429	-2.1801	-1.2307e-004
753	23.143	-2.1429	-2.1801	-1.1464e-004
754	22.286	-2.1429	-2.1801	-1.2103e-004
755	21.429	-2.1429	-2.1801	-1.3433e-004
756	20.571	-2.1429	-2.1801	-1.5392e-004
757	19.714	-2.1429	-2.1801	-1.8134e-004
758	18.857	-2.1429	-2.1801	-2.1578e-004
759	18.	-2.1429	-2.1801	-2.56e-004
760	17.143	-2.1429	-2.1801	-3.0032e-004
761	16.286	-2.1429	-2.1801	-3.4684e-004
762	15.429	-2.1429	-2.1801	-3.9344e-004
763	14.571	-2.1429	-2.1801	-4.377e-004
764	13.714	-2.1429	-2.1801	-4.7695e-004
765	12.857	-2.1429	-2.1801	-5.0849e-004
766	12.	-2.1429	-2.1801	-5.3003e-004
767	11.143	-2.1429	-2.1801	-5.4031e-004
768	10.286	-2.1429	-2.1801	-5.3938e-004
769	9.4286	-2.1429	-2.1801	-5.2832e-004
770	8.5714	-2.1429	-2.1801	-5.0863e-004
771	7.7143	-2.1429	-2.1801	-4.8177e-004
772	6.8571	-2.1429	-2.1801	-4.4897e-004
773	6.	-2.1429	-2.1801	-4.1118e-004
774	5.1429	-2.1429	-2.1801	-3.6919e-004
775	4.2857	-2.1429	-2.1801	-3.2361e-004
776	3.4286	-2.1429	-2.1801	-2.7481e-004
777	2.5714	-2.1429	-2.1801	-2.2289e-004
778	1.7143	-2.1429	-2.1801	-1.6613e-004
779	0.85714	-2.1429	-2.1801	-1.0193e-004
780	35.143	-1.2857	-2.1801	-1.9284e-003
781	34.286	-1.2857	-2.1801	-1.7589e-003
782	33.429	-1.2857	-2.1801	-1.5871e-003
783	32.571	-1.2857	-2.1801	-1.4166e-003
784	31.714	-1.2857	-2.1801	-1.2499e-003
785	30.857	-1.2857	-2.1801	-1.0889e-003
786	30.	-1.2857	-2.1801	-9.352e-004
787	29.143	-1.2857	-2.1801	-7.8993e-004
788	28.286	-1.2857	-2.1801	-6.5418e-004
789	27.429	-1.2857	-2.1801	-5.2868e-004
790	26.571	-1.2857	-2.1801	-4.1395e-004
791	25.714	-1.2857	-2.1801	-3.0994e-004
792	24.857	-1.2857	-2.1801	-2.1783e-004
793	24.	-1.2857	-2.1801	-1.5208e-004
794	23.143	-1.2857	-2.1801	-1.2565e-004
795	22.286	-1.2857	-2.1801	-1.2496e-004
796	21.429	-1.2857	-2.1801	-1.3498e-004
797	20.571	-1.2857	-2.1801	-1.5389e-004
798	19.714	-1.2857	-2.1801	-1.8112e-004
799	18.857	-1.2857	-2.1801	-2.1555e-004
800	18.	-1.2857	-2.1801	-2.5579e-004
801	17.143	-1.2857	-2.1801	-3.0014e-004
802	16.286	-1.2857	-2.1801	-3.4676e-004
803	15.429	-1.2857	-2.1801	-3.9356e-004
804	14.571	-1.2857	-2.1801	-4.3821e-004
805	13.714	-1.2857	-2.1801	-4.7806e-004
806	12.857	-1.2857	-2.1801	-5.102e-004
807	12.	-1.2857	-2.1801	-5.3201e-004
808	11.143	-1.2857	-2.1801	-5.4202e-004
809	10.286	-1.2857	-2.1801	-5.4049e-004
810	9.4286	-1.2857	-2.1801	-5.2884e-004
811	8.5714	-1.2857	-2.1801	-5.0876e-004
812	7.7143	-1.2857	-2.1801	-4.8171e-004
813	6.8571	-1.2857	-2.1801	-4.4882e-004
814	6.	-1.2857	-2.1801	-4.1099e-004
815	5.1429	-1.2857	-2.1801	-3.6894e-004
816	4.2857	-1.2857	-2.1801	-3.2325e-004
817	3.4286	-1.2857	-2.1801	-2.7434e-004
818	2.5714	-1.2857	-2.1801	-2.2222e-004
819	1.7143	-1.2857	-2.1801	-1.6662e-004
820	0.85714	-1.2857	-2.1801	-1.067e-004
821	35.143	-0.42857	-2.1801	-1.9341e-003
822	34.286	-0.42857	-2.1801	-1.7617e-003
823	33.429	-0.42857	-2.1801	-1.5877e-003
824	32.571	-0.42857	-2.1801	-1.4161e-003
825	31.714	-0.42857	-2.1801	-1.2492e-003
826	30.857	-0.42857	-2.1801	-1.0882e-003
827	30.	-0.42857	-2.1801	-9.3462e-004
828	29.143	-0.42857	-2.1801	-7.8945e-004
829	28.286	-0.42857	-2.1801	-6.5387e-004
830	27.429	-0.42857	-2.1801	-5.2892e-004
831	26.571	-0.42857	-2.1801	-4.1569e-004
832	25.714	-0.42857	-2.1801	-3.1591e-004
833	24.857	-0.42857	-2.1801	-2.3302e-004
834	24.	-0.42857	-2.1801	-1.7319e-004
835	23.143	-0.42857	-2.1801	-1.4084e-004
836	22.286	-0.42857	-2.1801	-1.3094e-004
837	21.429	-0.42857	-2.1801	-1.3671e-004
838	20.571	-0.42857	-2.1801	-1.5414e-004
839	19.714	-0.42857	-2.1801	-1.8085e-004
840	18.857	-0.42857	-2.1801	-2.1517e-004
841	18.	-0.42857	-2.1801	-2.5541e-004
842	17.143	-0.42857	-2.1801	-2.9983e-004
843	16.286	-0.42857	-2.1801	-3.4661e-004
844	15.429	-0.42857	-2.1801	-3.9383e-004
845	14.571	-0.42857	-2.1801	-4.3938e-004
846	13.714	-0.42857	-2.1801	-4.8069e-004
847	12.857	-0.42857	-2.1801	-5.1444e-004
848	12.	-0.42857	-2.1801	-5.3697e-004
849	11.143	-0.42857	-2.1801	-5.4626e-004
850	10.286	-0.42857	-2.1801	-5.4313e-004
851	9.4286	-0.42857	-2.1801	-5.3002e-004
852	8.5714	-0.42857	-2.1801	-5.0905e-004
853	7.7143	-0.42857	-2.1801	-4.8159e-004
854	6.8571	-0.42857	-2.1801	-4.4854e-004
855	6.	-0.42857	-2.1801	-4.1064e-004
856	5.1429	-0.42857	-2.1801	-3.685e-004
857	4.2857	-0.42857	-2.1801	-3.227e-004
858	3.4286	-0.42857	-2.1801	-2.7372e-004
859	2.5714	-0.42857	-2.1801	-2.2197e-004
860	1.7143	-0.42857	-2.1801	-1.6791e-004
861	0.85714	-0.42857	-2.1801	-1.135e-004
862	35.143	0.42857	-2.1801	-1.9432e-003
863	34.286	0.42857	-2.1801	-1.7651e-003
864	33.429	0.42857	-2.1801	-1.588e-003
865	32.571	0.42857	-2.1801	-1.4153e-003
866	31.714	0.42857	-2.1801	-1.2482e-003
867	30.857	0.42857	-2.1801	-1.0874e-003
868	30.	0.42857	-2.1801	-9.3393e-004
869	29.143	0.42857	-2.1801	-7.8893e-004
870	28.286	0.42857	-2.1801	-6.5361e-004
871	27.429	0.42857	-2.1801	-5.2934e-004
872	26.571	0.42857	-2.1801	-4.1771e-004
873	25.714	0.42857	-2.1801	-3.2086e-004
874	24.857	0.42857	-2.1801	-2.4192e-004
875	24.	0.42857	-2.1801	-1.8439e-004
876	23.143	0.42857	-2.1801	-1.4973e-004
877	22.286	0.42857	-2.1801	-1.3589e-004
878	21.429	0.42857	-2.1801	-1.3874e-004
879	20.571	0.42857	-2.1801	-1.5457e-004
880	19.714	0.42857	-2.1801	-1.8064e-004
881	18.857	0.42857	-2.1801	-2.1476e-004
882	18.	0.42857	-2.1801	-2.5497e-004
883	17.143	0.42857	-2.1801	-2.9944e-004
884	16.286	0.42857	-2.1801	-3.464e-004
885	15.429	0.42857	-2.1801	-3.9415e-004
886	14.571	0.42857	-2.1801	-4.4098e-004
887	13.714	0.42857	-2.1801	-4.8464e-004
888	12.857	0.42857	-2.1801	-5.2155e-004
889	12.	0.42857	-2.1801	-5.4592e-004
890	11.143	0.42857	-2.1801	-5.5337e-004
891	10.286	0.42857	-2.1801	-5.4709e-004
892	9.4286	0.42857	-2.1801	-5.3164e-004
893	8.5714	0.42857	-2.1801	-5.094e-004
894	7.7143	0.42857	-2.1801	-4.8142e-004
895	6.8571	0.42857	-2.1801	-4.4819e-004
896	6.	0.42857	-2.1801	-4.1021e-004
897	5.1429	0.42857	-2.1801	-3.6801e-004
898	4.2857	0.42857	-2.1801	-3.2216e-004
899	3.4286	0.42857	-2.1801	-2.7328e-004
900	2.5714	0.42857	-2.1801	-2.221e-004
901	1.7143	0.42857	-2.1801	-1.6977e-004
902	0.85714	0.42857	-2.1801	-1.1819e-004
903	35.143	1.2857	-2.1801	-1.9577e-003
904	34.286	1.2857	-2.1801	-1.7681e-003
905	33.429	1.2857	-2.1801	-1.5875e-003
906	32.571	1.2857	-2.1801	-1.4141e-003
907	31.714	1.2857	-2.1801	-1.2471e-003
908	30.857	1.2857	-2.1801	-1.0866e-003
909	30.	1.2857	-2.1801	-9.3334e-004
910	29.143	1.2857	-2.1801	-7.885e-004
911	28.286	1.2857	-2.1801	-6.5343e-004
912	27.429	1.2857	-2.1801	-5.2969e-004
913	26.571	1.2857	-2.1801	-4.1917e-004
914	25.714	1.2857	-2.1801	-3.2416e-004
915	24.857	1.2857	-2.1801	-2.4722e-004
916	24.	1.2857	-2.1801	-1.9059e-004
917	23.143	1.2857	-2.1801	-1.5503e-004
918	22.286	1.2857	-2.1801	-1.3918e-004
919	21.429	1.2857	-2.1801	-1.402e-004
920	20.571	1.2857	-2.1801	-1.5493e-004
921	19.714	1.2857	-2.1801	-1.805e-004
922	18.857	1.2857	-2.1801	-2.1443e-004
923	18.	1.2857	-2.1801	-2.546e-004
924	17.143	1.2857	-2.1801	-2.9908e-004
925	16.286	1.2857	-2.1801	-3.4615e-004
926	15.429	1.2857	-2.1801	-3.9433e-004
927	14.571	1.2857	-2.1801	-4.4236e-004
928	13.714	1.2857	-2.1801	-4.8941e-004
929	12.857	1.2857	-2.1801	-5.3369e-004
930	12.	1.2857	-2.1801	-5.628e-004
931	11.143	1.2857	-2.1801	-5.6552e-004
932	10.286	1.2857	-2.1801	-5.5187e-004
933	9.4286	1.2857	-2.1801	-5.3303e-004
934	8.5714	1.2857	-2.1801	-5.0961e-004
935	7.7143	1.2857	-2.1801	-4.8121e-004
936	6.8571	1.2857	-2.1801	-4.4787e-004
937	6.	1.2857	-2.1801	-4.0985e-004
938	5.1429	1.2857	-2.1801	-3.6762e-004
939	4.2857	1.2857	-2.1801	-3.2177e-004
940	3.4286	1.2857	-2.1801	-2.7304e-004
941	2.5714	1.2857	-2.1801	-2.224e-004
942	1.7143	1.2857	-2.1801	-1.7114e-004
943	0.85714	1.2857	-2.1801	-1.2101e-004
944	35.143	2.1429	-2.1801	-1.9631e-003
945	34.286	2.1429	-2.1801	-1.7683e-003
946	33.429	2.1429	-2.1801	-1.5861e-003
947	32.571	2.1429	-2.1801	-1.4132e-003
948	31.714	2.1429	-2.1801	-1.2464e-003
949	30.857	2.1429	-2.1801	-1.0861e-003
950	30.	2.1429	-2.1801	-9.3302e-004
951	29.143	2.1429	-2.1801	-7.8827e-004
952	28.286	2.1429	-2.1801	-6.5332e-004
953	27.429	2.1429	-2.1801	-5.2985e-004
954	26.571	2.1429	-2.1801	-4.1982e-004
955	25.714	2.1429	-2.1801	-3.2555e-004
956	24.857	2.1429	-2.1801	-2.4936e-004
957	24.	2.1429	-2.1801	-1.9307e-004
958	23.143	2.1429	-2.1801	-1.5717e-004
959	22.286	2.1429	-2.1801	-1.4056e-004
960	21.429	2.1429	-2.1801	-1.4085e-004
961	20.571	2.1429	-2.1801	-1.5509e-004
962	19.714	2.1429	-2.1801	-1.8041e-004
963	18.857	2.1429	-2.1801	-2.1425e-004
964	18.	2.1429	-2.1801	-2.5439e-004
965	17.143	2.1429	-2.1801	-2.9887e-004
966	16.286	2.1429	-2.1801	-3.4596e-004
967	15.429	2.1429	-2.1801	-3.943e-004
968	14.571	2.1429	-2.1801	-4.4287e-004
969	13.714	2.1429	-2.1801	-4.9256e-004
970	12.857	2.1429	-2.1801	-5.4249e-004
971	12.	2.1429	-2.1801	-5.86e-004
972	11.143	2.1429	-2.1801	-5.7432e-004
973	10.286	2.1429	-2.1801	-5.5501e-004
974	9.4286	2.1429	-2.1801	-5.3355e-004
975	8.5714	2.1429	-2.1801	-5.0958e-004
976	7.7143	2.1429	-2.1801	-4.8103e-004
977	6.8571	2.1429	-2.1801	-4.4768e-004
978	6.	2.1429	-2.1801	-4.0966e-004
979	5.1429	2.1429	-2.1801	-3.6742e-004
980	4.2857	2.1429	-2.1801	-3.2158e-004
981	3.4286	2.1429	-2.1801	-2.7294e-004
982	2.5714	2.1429	-2.1801	-2.2258e-004
983	1.7143	2.1429	-2.1801	-1.7186e-004
984	0.85714	2.1429	-2.1801	-1.2223e-004
985	0.85714	2.1429	0.81994	-1.2179e-004
986	1.7143	2.1429	0.81994	-1.7142e-004
987	2.5714	2.1429	0.81994	-2.2214e-004
988	3.4286	2.1429	0.81994	-2.7251e-004
989	4.2857	2.1429	0.81994	-3.2115e-004
990	5.1429	2.1429	0.81994	-3.67e-004
991	6.	2.1429	0.81994	-4.0925e-004
992	6.8571	2.1429	0.81994	-4.4727e-004
993	7.7143	2.1429	0.81994	-4.8064e-004
994	8.5714	2.1429	0.81994	-5.092e-004
995	9.4286	2.1429	0.81994	-5.3318e-004
996	10.286	2.1429	0.81994	-5.5465e-004
997	11.143	2.1429	0.81994	-5.7398e-004
998	12.	2.1429	0.81994	-5.8566e-004
999	12.857	2.1429	0.81994	-5.4217e-004
1000	13.714	2.1429	0.81994	-4.9224e-004
1001	14.571	2.1429	0.81994	-4.4257e-004
1002	15.429	2.1429	0.81994	-3.9401e-004
1003	16.286	2.1429	0.81994	-3.4569e-004
1004	17.143	2.1429	0.81994	-2.9861e-004
1005	18.	2.1429	0.81994	-2.5414e-004
1006	18.857	2.1429	0.81994	-2.1401e-004
1007	19.714	2.1429	0.81994	-1.8018e-004
1008	20.571	2.1429	0.81994	-1.5487e-004
1009	21.429	2.1429	0.81994	-1.4064e-004
1010	22.286	2.1429	0.81994	-1.4036e-004
1011	23.143	2.1429	0.81994	-1.5698e-004
1012	24.	2.1429	0.81994	-1.9288e-004
1013	24.857	2.1429	0.81994	-2.4918e-004
1014	25.714	2.1429	0.81994	-3.2537e-004
1015	26.571	2.1429	0.81994	-4.1965e-004
1016	27.429	2.1429	0.81994	-5.2967e-004
1017	28.286	2.1429	0.81994	-6.5315e-004
1018	29.143	2.1429	0.81994	-7.881e-004
1019	30.	2.1429	0.81994	-9.3285e-004
1020	30.857	2.1429	0.81994	-1.086e-003
1021	31.714	2.1429	0.81994	-1.2463e-003
1022	32.571	2.1429	0.81994	-1.413e-003
1023	33.429	2.1429	0.81994	-1.5859e-003
1024	34.286	2.1429	0.81994	-1.7681e-003
1025	35.143	2.1429	0.81994	-1.9629e-003
1026	0.85714	1.2857	0.81994	-1.2057e-004
1027	1.7143	1.2857	0.81994	-1.707e-004
1028	2.5714	1.2857	0.81994	-2.2196e-004
1029	3.4286	1.2857	0.81994	-2.726e-004
1030	4.2857	1.2857	0.81994	-3.2134e-004
1031	5.1429	1.2857	0.81994	-3.672e-004
1032	6.	1.2857	0.81994	-4.0944e-004
