Node Number	X Location (in)	Y Location (in)	Z Location (in)	Directional Deformation (in)
1241	36.	-1.2857	0.81994	-2.0916e-003
1242	36.	-2.1429	0.81994	-2.0903e-003
1243	24.857	3.	0.81994	-2.4954e-004
1244	25.714	3.	0.81994	-3.256e-004
1245	26.571	3.	0.81994	-4.1975e-004
1246	27.429	3.	0.81994	-5.2969e-004
1247	28.286	3.	0.81994	-6.5313e-004
1248	29.143	3.	0.81994	-7.8806e-004
1249	30.	3.	0.81994	-9.3279e-004
1250	30.857	3.	0.81994	-1.0859e-003
1251	31.714	3.	0.81994	-1.2461e-003
1252	32.571	3.	0.81994	-1.4128e-003
1253	33.429	3.	0.81994	-1.5853e-003
1254	34.286	3.	0.81994	-1.7688e-003
1255	35.143	3.	0.81994	-1.9674e-003
1256	36.	3.	0.81994	-2.3522e-003
1257	24.857	-3.	0.81994	-1.949e-004
1258	25.714	-3.	0.81994	-3.0524e-004
1259	26.571	-3.	0.81994	-4.13e-004
1260	27.429	-3.	0.81994	-5.2865e-004
1261	28.286	-3.	0.81994	-6.543e-004
1262	29.143	-3.	0.81994	-7.9011e-004
1263	30.	-3.	0.81994	-9.3539e-004
1264	30.857	-3.	0.81994	-1.0892e-003
1265	31.714	-3.	0.81994	-1.2501e-003
1266	32.571	-3.	0.81994	-1.4166e-003
1267	33.429	-3.	0.81994	-1.5865e-003
1268	34.286	-3.	0.81994	-1.757e-003
1269	35.143	-3.	0.81994	-1.9253e-003
1270	36.	-3.	0.81994	-2.0905e-003
1271	12.857	3.	0.81994	-5.5159e-004
1272	13.714	3.	0.81994	-4.9273e-004
1273	14.571	3.	0.81994	-4.4269e-004
1274	15.429	3.	0.81994	-3.9394e-004
1275	16.286	3.	0.81994	-3.4565e-004
1276	17.143	3.	0.81994	-2.9856e-004
1277	18.	3.	0.81994	-2.541e-004
1278	18.857	3.	0.81994	-2.1398e-004
1279	19.714	3.	0.81994	-1.8016e-004
1280	20.571	3.	0.81994	-1.5489e-004
1281	21.429	3.	0.81994	-1.4074e-004
1282	22.286	3.	0.81994	-1.406e-004
1283	23.143	3.	0.81994	-1.5733e-004
1284	24.	3.	0.81994	-1.9329e-004
1285	0.	3.	0.81994	-7.4043e-005
1286	0.85714	3.	0.81994	-1.2203e-004
1287	1.7143	3.	0.81994	-1.7154e-004
1288	2.5714	3.	0.81994	-2.2217e-004
1289	3.4286	3.	0.81994	-2.7249e-004
1290	4.2857	3.	0.81994	-3.2111e-004
1291	5.1429	3.	0.81994	-3.6696e-004
1292	6.	3.	0.81994	-4.0921e-004
1293	6.8571	3.	0.81994	-4.4723e-004
1294	7.7143	3.	0.81994	-4.806e-004
1295	8.5714	3.	0.81994	-5.0913e-004
1296	9.4286	3.	0.81994	-5.3329e-004
1297	10.286	3.	0.81994	-5.5514e-004
1298	11.143	3.	0.81994	-5.834e-004
1299	12.	3.	0.81994	-6.8406e-004
1300	0.	-3.	0.81994	-8.5007e-007
1301	0.85714	-3.	0.81994	-9.0951e-005
1302	1.7143	-3.	0.81994	-1.6729e-004
1303	2.5714	-3.	0.81994	-2.2216e-004
1304	3.4286	-3.	0.81994	-2.7451e-004
1305	4.2857	-3.	0.81994	-3.2319e-004
1306	5.1429	-3.	0.81994	-3.688e-004
1307	6.	-3.	0.81994	-4.1079e-004
1308	6.8571	-3.	0.81994	-4.4859e-004
1309	7.7143	-3.	0.81994	-4.8139e-004
1310	8.5714	-3.	0.81994	-5.0823e-004
1311	9.4286	-3.	0.81994	-5.2786e-004
1312	10.286	-3.	0.81994	-5.3883e-004
1313	11.143	-3.	0.81994	-5.3967e-004
1314	12.	-3.	0.81994	-5.2936e-004
1315	12.857	-3.	0.81994	-5.0788e-004
1316	13.714	-3.	0.81994	-4.7646e-004
1317	14.571	-3.	0.81994	-4.3732e-004
1318	15.429	-3.	0.81994	-3.9314e-004
1319	16.286	-3.	0.81994	-3.4659e-004
1320	17.143	-3.	0.81994	-3.0009e-004
1321	18.	-3.	0.81994	-2.5579e-004
1322	18.857	-3.	0.81994	-2.156e-004
1323	19.714	-3.	0.81994	-1.8116e-004
1324	20.571	-3.	0.81994	-1.538e-004
1325	21.429	-3.	0.81994	-1.3399e-004
1326	22.286	-3.	0.81994	-1.2024e-004
1327	23.143	-3.	0.81994	-1.0271e-004
1328	24.	-3.	0.81994	0.
1329	23.143	-3.	-1.4301	-1.0282e-004
1330	22.286	-3.	-1.4301	-1.2038e-004
1331	21.429	-3.	-1.4301	-1.3414e-004
1332	20.571	-3.	-1.4301	-1.5396e-004
1333	19.714	-3.	-1.4301	-1.8133e-004
1334	18.857	-3.	-1.4301	-2.1578e-004
1335	18.	-3.	-1.4301	-2.5597e-004
1336	17.143	-3.	-1.4301	-3.0029e-004
1337	16.286	-3.	-1.4301	-3.4679e-004
1338	15.429	-3.	-1.4301	-3.9335e-004
1339	14.571	-3.	-1.4301	-4.3754e-004
1340	13.714	-3.	-1.4301	-4.7669e-004
1341	12.857	-3.	-1.4301	-5.0812e-004
1342	23.143	-3.	-0.68006	-1.0278e-004
1343	22.286	-3.	-0.68006	-1.2033e-004
1344	21.429	-3.	-0.68006	-1.3409e-004
1345	20.571	-3.	-0.68006	-1.539e-004
1346	19.714	-3.	-0.68006	-1.8127e-004
1347	18.857	-3.	-0.68006	-2.1572e-004
1348	18.	-3.	-0.68006	-2.5591e-004
1349	17.143	-3.	-0.68006	-3.0022e-004
1350	16.286	-3.	-0.68006	-3.4673e-004
1351	15.429	-3.	-0.68006	-3.9328e-004
1352	14.571	-3.	-0.68006	-4.3747e-004
1353	13.714	-3.	-0.68006	-4.7661e-004
1354	12.857	-3.	-0.68006	-5.0804e-004
1355	23.143	-3.	6.9936e-002	-1.0274e-004
1356	22.286	-3.	6.9936e-002	-1.2029e-004
1357	21.429	-3.	6.9936e-002	-1.3404e-004
1358	20.571	-3.	6.9936e-002	-1.5385e-004
1359	19.714	-3.	6.9936e-002	-1.8121e-004
1360	18.857	-3.	6.9936e-002	-2.1566e-004
1361	18.	-3.	6.9936e-002	-2.5585e-004
1362	17.143	-3.	6.9936e-002	-3.0015e-004
1363	16.286	-3.	6.9936e-002	-3.4666e-004
1364	15.429	-3.	6.9936e-002	-3.9321e-004
1365	14.571	-3.	6.9936e-002	-4.3739e-004
1366	13.714	-3.	6.9936e-002	-4.7654e-004
1367	12.857	-3.	6.9936e-002	-5.0796e-004
1368	23.143	-3.	-2.1801	-1.0285e-004
1369	22.286	-3.	-2.1801	-1.2042e-004
1370	21.429	-3.	-2.1801	-1.3419e-004
1371	20.571	-3.	-2.1801	-1.5401e-004
1372	19.714	-3.	-2.1801	-1.8138e-004
1373	18.857	-3.	-2.1801	-2.1584e-004
1374	18.	-3.	-2.1801	-2.5604e-004
1375	17.143	-3.	-2.1801	-3.0035e-004
1376	16.286	-3.	-2.1801	-3.4686e-004
1377	15.429	-3.	-2.1801	-3.9343e-004
1378	14.571	-3.	-2.1801	-4.3762e-004
1379	13.714	-3.	-2.1801	-4.7677e-004
1380	12.857	-3.	-2.1801	-5.0821e-004
1381	24.	-3.	6.9936e-002	0.
1382	24.	-3.	-0.68006	0.
1383	24.	-3.	-1.4301	0.
1384	24.	-3.	-2.1801	0.
1385	12.	-3.	6.9936e-002	-5.2945e-004
1386	12.	-3.	-0.68006	-5.2953e-004
1387	12.	-3.	-1.4301	-5.2962e-004
1388	12.	-3.	-2.1801	-5.297e-004
1389	0.85714	-3.	6.9936e-002	-9.6096e-005
1390	1.7143	-3.	6.9936e-002	-1.6699e-004
1391	2.5714	-3.	6.9936e-002	-2.2252e-004
1392	3.4286	-3.	6.9936e-002	-2.7463e-004
1393	4.2857	-3.	6.9936e-002	-3.2332e-004
1394	5.1429	-3.	6.9936e-002	-3.6891e-004
1395	6.	-3.	6.9936e-002	-4.109e-004
1396	6.8571	-3.	6.9936e-002	-4.4869e-004
1397	7.7143	-3.	6.9936e-002	-4.8149e-004
1398	8.5714	-3.	6.9936e-002	-5.0832e-004
1399	9.4286	-3.	6.9936e-002	-5.2795e-004
1400	10.286	-3.	6.9936e-002	-5.3892e-004
1401	11.143	-3.	6.9936e-002	-5.3976e-004
1402	0.85714	-3.	-0.68006	-9.7557e-005
1403	1.7143	-3.	-0.68006	-1.6738e-004
1404	2.5714	-3.	-0.68006	-2.2269e-004
1405	3.4286	-3.	-0.68006	-2.7477e-004
1406	4.2857	-3.	-0.68006	-3.2344e-004
1407	5.1429	-3.	-0.68006	-3.6902e-004
1408	6.	-3.	-0.68006	-4.1101e-004
1409	6.8571	-3.	-0.68006	-4.4879e-004
1410	7.7143	-3.	-0.68006	-4.8159e-004
1411	8.5714	-3.	-0.68006	-5.0842e-004
1412	9.4286	-3.	-0.68006	-5.2805e-004
1413	10.286	-3.	-0.68006	-5.3902e-004
1414	11.143	-3.	-0.68006	-5.3985e-004
1415	0.85714	-3.	-1.4301	-9.7991e-005
1416	1.7143	-3.	-1.4301	-1.6726e-004
1417	2.5714	-3.	-1.4301	-2.2286e-004
1418	3.4286	-3.	-1.4301	-2.7487e-004
1419	4.2857	-3.	-1.4301	-3.2355e-004
1420	5.1429	-3.	-1.4301	-3.6913e-004
1421	6.	-3.	-1.4301	-4.1111e-004
1422	6.8571	-3.	-1.4301	-4.489e-004
1423	7.7143	-3.	-1.4301	-4.8169e-004
1424	8.5714	-3.	-1.4301	-5.0852e-004
1425	9.4286	-3.	-1.4301	-5.2814e-004
1426	10.286	-3.	-1.4301	-5.3911e-004
1427	11.143	-3.	-1.4301	-5.3994e-004
1428	11.143	-3.	-2.1801	-5.4002e-004
1429	10.286	-3.	-2.1801	-5.392e-004
1430	9.4286	-3.	-2.1801	-5.2823e-004
1431	8.5714	-3.	-2.1801	-5.0861e-004
1432	7.7143	-3.	-2.1801	-4.8179e-004
1433	6.8571	-3.	-2.1801	-4.49e-004
1434	6.	-3.	-2.1801	-4.1122e-004
1435	5.1429	-3.	-2.1801	-3.6924e-004
1436	4.2857	-3.	-2.1801	-3.2367e-004
1437	3.4286	-3.	-2.1801	-2.7498e-004
1438	2.5714	-3.	-2.1801	-2.2287e-004
1439	1.7143	-3.	-2.1801	-1.674e-004
1440	0.85714	-3.	-2.1801	-9.4799e-005
1441	0.	-3.	6.9936e-002	1.1623e-005
1442	0.	-3.	-0.68006	7.9545e-006
1443	0.	-3.	-1.4301	1.0649e-005
1444	0.	-3.	-2.1801	1.3818e-005
1445	11.143	3.	6.9936e-002	-5.8349e-004
1446	10.286	3.	6.9936e-002	-5.5523e-004
1447	9.4286	3.	6.9936e-002	-5.3339e-004
1448	8.5714	3.	6.9936e-002	-5.0923e-004
1449	7.7143	3.	6.9936e-002	-4.807e-004
1450	6.8571	3.	6.9936e-002	-4.4733e-004
1451	6.	3.	6.9936e-002	-4.0931e-004
1452	5.1429	3.	6.9936e-002	-3.6707e-004
1453	4.2857	3.	6.9936e-002	-3.2122e-004
1454	3.4286	3.	6.9936e-002	-2.7259e-004
1455	2.5714	3.	6.9936e-002	-2.2228e-004
1456	1.7143	3.	6.9936e-002	-1.7165e-004
1457	0.85714	3.	6.9936e-002	-1.2213e-004
1458	11.143	3.	-0.68006	-5.8358e-004
1459	10.286	3.	-0.68006	-5.5532e-004
1460	9.4286	3.	-0.68006	-5.3348e-004
1461	8.5714	3.	-0.68006	-5.0932e-004
1462	7.7143	3.	-0.68006	-4.808e-004
1463	6.8571	3.	-0.68006	-4.4744e-004
1464	6.	3.	-0.68006	-4.0942e-004
1465	5.1429	3.	-0.68006	-3.6717e-004
1466	4.2857	3.	-0.68006	-3.2133e-004
1467	3.4286	3.	-0.68006	-2.727e-004
1468	2.5714	3.	-0.68006	-2.2239e-004
1469	1.7143	3.	-0.68006	-1.7176e-004
1470	0.85714	3.	-0.68006	-1.2224e-004
1471	11.143	3.	-1.4301	-5.8366e-004
1472	10.286	3.	-1.4301	-5.5541e-004
1473	9.4286	3.	-1.4301	-5.3357e-004
1474	8.5714	3.	-1.4301	-5.0942e-004
1475	7.7143	3.	-1.4301	-4.809e-004
1476	6.8571	3.	-1.4301	-4.4754e-004
1477	6.	3.	-1.4301	-4.0952e-004
1478	5.1429	3.	-1.4301	-3.6728e-004
1479	4.2857	3.	-1.4301	-3.2143e-004
1480	3.4286	3.	-1.4301	-2.7281e-004
1481	2.5714	3.	-1.4301	-2.225e-004
1482	1.7143	3.	-1.4301	-1.7187e-004
1483	0.85714	3.	-1.4301	-1.2235e-004
1484	11.143	3.	-2.1801	-5.8375e-004
1485	10.286	3.	-2.1801	-5.555e-004
1486	9.4286	3.	-2.1801	-5.3367e-004
1487	8.5714	3.	-2.1801	-5.0951e-004
1488	7.7143	3.	-2.1801	-4.81e-004
1489	6.8571	3.	-2.1801	-4.4764e-004
1490	6.	3.	-2.1801	-4.0963e-004
1491	5.1429	3.	-2.1801	-3.6738e-004
1492	4.2857	3.	-2.1801	-3.2154e-004
1493	3.4286	3.	-2.1801	-2.7292e-004
1494	2.5714	3.	-2.1801	-2.2261e-004
1495	1.7143	3.	-2.1801	-1.7198e-004
1496	0.85714	3.	-2.1801	-1.2247e-004
1497	0.	3.	-2.1801	-7.4487e-005
1498	0.	3.	-1.4301	-7.4378e-005
1499	0.	3.	-0.68006	-7.4265e-005
1500	0.	3.	6.9936e-002	-7.4154e-005
1501	12.	3.	-2.1801	-6.844e-004
1502	12.	3.	-1.4301	-6.8432e-004
1503	12.	3.	-0.68006	-6.8423e-004
1504	12.	3.	6.9936e-002	-6.8415e-004
1505	23.143	3.	6.9936e-002	-1.5738e-004
1506	22.286	3.	6.9936e-002	-1.4065e-004
1507	21.429	3.	6.9936e-002	-1.408e-004
1508	20.571	3.	6.9936e-002	-1.5495e-004
1509	19.714	3.	6.9936e-002	-1.8022e-004
1510	18.857	3.	6.9936e-002	-2.1404e-004
1511	18.	3.	6.9936e-002	-2.5416e-004
1512	17.143	3.	6.9936e-002	-2.9863e-004
1513	16.286	3.	6.9936e-002	-3.4572e-004
1514	15.429	3.	6.9936e-002	-3.9401e-004
1515	14.571	3.	6.9936e-002	-4.4276e-004
1516	13.714	3.	6.9936e-002	-4.9281e-004
1517	12.857	3.	6.9936e-002	-5.5167e-004
1518	23.143	3.	-0.68006	-1.5743e-004
1519	22.286	3.	-0.68006	-1.407e-004
1520	21.429	3.	-0.68006	-1.4085e-004
1521	20.571	3.	-0.68006	-1.55e-004
1522	19.714	3.	-0.68006	-1.8027e-004
1523	18.857	3.	-0.68006	-2.141e-004
1524	18.	3.	-0.68006	-2.5423e-004
1525	17.143	3.	-0.68006	-2.9869e-004
1526	16.286	3.	-0.68006	-3.4579e-004
1527	15.429	3.	-0.68006	-3.9408e-004
1528	14.571	3.	-0.68006	-4.4284e-004
1529	13.714	3.	-0.68006	-4.9289e-004
1530	12.857	3.	-0.68006	-5.5176e-004
1531	23.143	3.	-1.4301	-1.5748e-004
1532	22.286	3.	-1.4301	-1.4075e-004
1533	21.429	3.	-1.4301	-1.409e-004
1534	20.571	3.	-1.4301	-1.5506e-004
1535	19.714	3.	-1.4301	-1.8033e-004
1536	18.857	3.	-1.4301	-2.1416e-004
1537	18.	3.	-1.4301	-2.5429e-004
1538	17.143	3.	-1.4301	-2.9876e-004
1539	16.286	3.	-1.4301	-3.4586e-004
1540	15.429	3.	-1.4301	-3.9415e-004
1541	14.571	3.	-1.4301	-4.4291e-004
1542	13.714	3.	-1.4301	-4.9296e-004
1543	12.857	3.	-1.4301	-5.5184e-004
1544	23.143	3.	-2.1801	-1.5753e-004
1545	22.286	3.	-2.1801	-1.408e-004
1546	21.429	3.	-2.1801	-1.4095e-004
1547	20.571	3.	-2.1801	-1.5511e-004
1548	19.714	3.	-2.1801	-1.8039e-004
1549	18.857	3.	-2.1801	-2.1422e-004
1550	18.	3.	-2.1801	-2.5435e-004
1551	17.143	3.	-2.1801	-2.9882e-004
1552	16.286	3.	-2.1801	-3.4593e-004
1553	15.429	3.	-2.1801	-3.9423e-004
1554	14.571	3.	-2.1801	-4.4299e-004
1555	13.714	3.	-2.1801	-4.9304e-004
1556	12.857	3.	-2.1801	-5.5192e-004
1557	24.	3.	-2.1801	-1.9347e-004
1558	24.	3.	-1.4301	-1.9343e-004
1559	24.	3.	-0.68006	-1.9338e-004
1560	24.	3.	6.9936e-002	-1.9333e-004
1561	35.143	-3.	-1.4301	-1.9254e-003
1562	34.286	-3.	-1.4301	-1.7571e-003
1563	33.429	-3.	-1.4301	-1.5866e-003
1564	32.571	-3.	-1.4301	-1.4168e-003
1565	31.714	-3.	-1.4301	-1.2503e-003
1566	30.857	-3.	-1.4301	-1.0893e-003
1567	30.	-3.	-1.4301	-9.3552e-004
1568	29.143	-3.	-1.4301	-7.9023e-004
1569	28.286	-3.	-1.4301	-6.5442e-004
1570	27.429	-3.	-1.4301	-5.2877e-004
1571	26.571	-3.	-1.4301	-4.1312e-004
1572	25.714	-3.	-1.4301	-3.0535e-004
1573	24.857	-3.	-1.4301	-1.95e-004
1574	35.143	-3.	-0.68006	-1.9254e-003
1575	34.286	-3.	-0.68006	-1.7571e-003
1576	33.429	-3.	-0.68006	-1.5866e-003
1577	32.571	-3.	-0.68006	-1.4167e-003
1578	31.714	-3.	-0.68006	-1.2502e-003
1579	30.857	-3.	-0.68006	-1.0893e-003
1580	30.	-3.	-0.68006	-9.3548e-004
1581	29.143	-3.	-0.68006	-7.9019e-004
1582	28.286	-3.	-0.68006	-6.5438e-004
1583	27.429	-3.	-0.68006	-5.2873e-004
1584	26.571	-3.	-0.68006	-4.1308e-004
1585	25.714	-3.	-0.68006	-3.0532e-004
1586	24.857	-3.	-0.68006	-1.9497e-004
1587	35.143	-3.	6.9936e-002	-1.9254e-003
1588	34.286	-3.	6.9936e-002	-1.7571e-003
1589	33.429	-3.	6.9936e-002	-1.5866e-003
1590	32.571	-3.	6.9936e-002	-1.4167e-003
1591	31.714	-3.	6.9936e-002	-1.2502e-003
1592	30.857	-3.	6.9936e-002	-1.0892e-003
1593	30.	-3.	6.9936e-002	-9.3544e-004
1594	29.143	-3.	6.9936e-002	-7.9015e-004
1595	28.286	-3.	6.9936e-002	-6.5434e-004
1596	27.429	-3.	6.9936e-002	-5.2869e-004
1597	26.571	-3.	6.9936e-002	-4.1304e-004
1598	25.714	-3.	6.9936e-002	-3.0528e-004
1599	24.857	-3.	6.9936e-002	-1.9494e-004
1600	35.143	-3.	-2.1801	-1.9255e-003
1601	34.286	-3.	-2.1801	-1.7572e-003
1602	33.429	-3.	-2.1801	-1.5867e-003
1603	32.571	-3.	-2.1801	-1.4168e-003
1604	31.714	-3.	-2.1801	-1.2503e-003
1605	30.857	-3.	-2.1801	-1.0893e-003
1606	30.	-3.	-2.1801	-9.3556e-004
1607	29.143	-3.	-2.1801	-7.9027e-004
1608	28.286	-3.	-2.1801	-6.5446e-004
1609	27.429	-3.	-2.1801	-5.2881e-004
1610	26.571	-3.	-2.1801	-4.1316e-004
1611	25.714	-3.	-2.1801	-3.0539e-004
1612	24.857	-3.	-2.1801	-1.9503e-004
1613	36.	-3.	6.9936e-002	-2.0905e-003
1614	36.	-3.	-0.68006	-2.0906e-003
1615	36.	-3.	-1.4301	-2.0906e-003
1616	36.	-3.	-2.1801	-2.0907e-003
1617	35.143	3.	6.9936e-002	-1.9675e-003
1618	34.286	3.	6.9936e-002	-1.7689e-003
1619	33.429	3.	6.9936e-002	-1.5853e-003
1620	32.571	3.	6.9936e-002	-1.4129e-003
1621	31.714	3.	6.9936e-002	-1.2462e-003
1622	30.857	3.	6.9936e-002	-1.0859e-003
1623	30.	3.	6.9936e-002	-9.3283e-004
1624	29.143	3.	6.9936e-002	-7.881e-004
1625	28.286	3.	6.9936e-002	-6.5317e-004
1626	27.429	3.	6.9936e-002	-5.2974e-004
1627	26.571	3.	6.9936e-002	-4.198e-004
1628	25.714	3.	6.9936e-002	-3.2565e-004
1629	24.857	3.	6.9936e-002	-2.4958e-004
1630	35.143	3.	-0.68006	-1.9675e-003
1631	34.286	3.	-0.68006	-1.7689e-003
1632	33.429	3.	-0.68006	-1.5853e-003
1633	32.571	3.	-0.68006	-1.4129e-003
1634	31.714	3.	-0.68006	-1.2462e-003
1635	30.857	3.	-0.68006	-1.086e-003
1636	30.	3.	-0.68006	-9.3288e-004
1637	29.143	3.	-0.68006	-7.8815e-004
1638	28.286	3.	-0.68006	-6.5322e-004
1639	27.429	3.	-0.68006	-5.2978e-004
1640	26.571	3.	-0.68006	-4.1984e-004
1641	25.714	3.	-0.68006	-3.2569e-004
1642	24.857	3.	-0.68006	-2.4963e-004
1643	35.143	3.	-1.4301	-1.9675e-003
1644	34.286	3.	-1.4301	-1.7689e-003
1645	33.429	3.	-1.4301	-1.5854e-003
1646	32.571	3.	-1.4301	-1.413e-003
1647	31.714	3.	-1.4301	-1.2463e-003
1648	30.857	3.	-1.4301	-1.086e-003
1649	30.	3.	-1.4301	-9.3292e-004
1650	29.143	3.	-1.4301	-7.8819e-004
1651	28.286	3.	-1.4301	-6.5326e-004
1652	27.429	3.	-1.4301	-5.2982e-004
1653	26.571	3.	-1.4301	-4.1988e-004
1654	25.714	3.	-1.4301	-3.2573e-004
1655	24.857	3.	-1.4301	-2.4967e-004
1656	35.143	3.	-2.1801	-1.9676e-003
1657	34.286	3.	-2.1801	-1.769e-003
1658	33.429	3.	-2.1801	-1.5854e-003
1659	32.571	3.	-2.1801	-1.413e-003
1660	31.714	3.	-2.1801	-1.2463e-003
1661	30.857	3.	-2.1801	-1.0861e-003
1662	30.	3.	-2.1801	-9.3296e-004
1663	29.143	3.	-2.1801	-7.8823e-004
1664	28.286	3.	-2.1801	-6.533e-004
1665	27.429	3.	-2.1801	-5.2986e-004
1666	26.571	3.	-2.1801	-4.1993e-004
1667	25.714	3.	-2.1801	-3.2578e-004
1668	24.857	3.	-2.1801	-2.4972e-004
1669	36.	3.	-2.1801	-2.3524e-003
1670	36.	3.	-1.4301	-2.3524e-003
1671	36.	3.	-0.68006	-2.3523e-003
1672	36.	3.	6.9936e-002	-2.3523e-003
1673	36.	2.1429	-1.4301	-2.1772e-003
1674	36.	1.2857	-1.4301	-2.1429e-003
1675	36.	0.42857	-1.4301	-2.112e-003
1676	36.	-0.42857	-1.4301	-2.0984e-003
1677	36.	-1.2857	-1.4301	-2.0917e-003
1678	36.	-2.1429	-1.4301	-2.0905e-003
1679	36.	2.1429	-0.68006	-2.1771e-003
1680	36.	1.2857	-0.68006	-2.1428e-003
1681	36.	0.42857	-0.68006	-2.112e-003
1682	36.	-0.42857	-0.68006	-2.0984e-003
1683	36.	-1.2857	-0.68006	-2.0917e-003
1684	36.	-2.1429	-0.68006	-2.0904e-003
1685	36.	2.1429	6.9936e-002	-2.1771e-003
1686	36.	1.2857	6.9936e-002	-2.1428e-003
1687	36.	0.42857	6.9936e-002	-2.1119e-003
1688	36.	-0.42857	6.9936e-002	-2.0983e-003
1689	36.	-1.2857	6.9936e-002	-2.0916e-003
1690	36.	-2.1429	6.9936e-002	-2.0904e-003
1691	36.	2.1429	-2.1801	-2.1772e-003
1692	36.	1.2857	-2.1801	-2.1429e-003
1693	36.	0.42857	-2.1801	-2.1121e-003
1694	36.	-0.42857	-2.1801	-2.0985e-003
1695	36.	-1.2857	-2.1801	-2.0917e-003
1696	36.	-2.1429	-2.1801	-2.0905e-003
1697	0.	2.1429	6.9936e-002	-7.4263e-005
1698	0.	1.2857	6.9936e-002	-7.3585e-005
1699	0.	0.42857	6.9936e-002	-7.0433e-005
1700	0.	-0.42857	6.9936e-002	-6.2989e-005
1701	0.	-1.2857	6.9936e-002	-5.0473e-005
1702	0.	-2.1429	6.9936e-002	-2.3534e-005
1703	0.	2.1429	-0.68006	-7.4373e-005
1704	0.	1.2857	-0.68006	-7.3699e-005
1705	0.	0.42857	-0.68006	-7.0542e-005
1706	0.	-0.42857	-0.68006	-6.3136e-005
1707	0.	-1.2857	-0.68006	-5.068e-005
1708	0.	-2.1429	-0.68006	-2.3816e-005
1709	0.	2.1429	-1.4301	-7.4489e-005
1710	0.	1.2857	-1.4301	-7.3811e-005
1711	0.	0.42857	-1.4301	-7.0678e-005
1712	0.	-0.42857	-1.4301	-6.3178e-005
1713	0.	-1.2857	-1.4301	-5.0799e-005
1714	0.	-2.1429	-1.4301	-2.3039e-005
1715	0.	2.1429	-2.1801	-7.4605e-005
1716	0.	1.2857	-2.1801	-7.3912e-005
1717	0.	0.42857	-2.1801	-7.0871e-005
1718	0.	-0.42857	-2.1801	-6.3053e-005
1719	0.	-1.2857	-2.1801	-5.1773e-005
1720	0.	-2.1429	-2.1801	-1.6937e-005
1721	0.85714	2.1429	-1.0551	-1.2207e-004
1722	1.2857	2.1429	-1.4301	-1.4672e-004
1723	0.85714	1.7143	-1.4301	-1.2168e-004
1724	0.85714	2.1429	-1.8051	-1.2218e-004
1725	0.85714	2.5714	-1.4301	-1.2233e-004
1726	0.42857	2.1429	-1.4301	-9.8074e-005
1727	0.85714	2.1429	-0.30506	-1.2196e-004
1728	1.2857	2.1429	-0.68006	-1.4661e-004
1729	0.85714	1.7143	-0.68006	-1.2156e-004
1730	0.85714	2.5714	-0.68006	-1.2222e-004
1731	0.42857	2.1429	-0.68006	-9.7961e-005
1732	1.2857	2.1429	6.9936e-002	-1.465e-004
1733	0.85714	1.7143	6.9936e-002	-1.2146e-004
1734	0.85714	2.1429	0.44494	-1.2185e-004
1735	0.85714	2.5714	6.9936e-002	-1.2211e-004
1736	0.42857	2.1429	6.9936e-002	-9.785e-005
1737	1.7143	2.1429	-1.0551	-1.7169e-004
1738	2.1429	2.1429	-1.4301	-1.9706e-004
1739	1.7143	1.7143	-1.4301	-1.7147e-004
1740	1.7143	2.1429	-1.8051	-1.718e-004
1741	1.7143	2.5714	-1.4301	-1.7185e-004
1742	1.7143	2.1429	-0.30506	-1.7158e-004
1743	2.1429	2.1429	-0.68006	-1.9694e-004
1744	1.7143	1.7143	-0.68006	-1.7136e-004
1745	1.7143	2.5714	-0.68006	-1.7174e-004
1746	2.1429	2.1429	6.9936e-002	-1.9684e-004
1747	1.7143	1.7143	6.9936e-002	-1.7125e-004
1748	1.7143	2.1429	0.44494	-1.7147e-004
1749	1.7143	2.5714	6.9936e-002	-1.7163e-004
1750	2.5714	2.1429	-1.0551	-2.2241e-004
1751	3.	2.1429	-1.4301	-2.4778e-004
1752	2.5714	1.7143	-1.4301	-2.224e-004
1753	2.5714	2.1429	-1.8051	-2.2252e-004
1754	2.5714	2.5714	-1.4301	-2.225e-004
1755	2.5714	2.1429	-0.30506	-2.223e-004
1756	3.	2.1429	-0.68006	-2.4768e-004
1757	2.5714	1.7143	-0.68006	-2.2229e-004
1758	2.5714	2.5714	-0.68006	-2.2239e-004
1759	3.	2.1429	6.9936e-002	-2.4757e-004
1760	2.5714	1.7143	6.9936e-002	-2.2218e-004
1761	2.5714	2.1429	0.44494	-2.222e-004
1762	2.5714	2.5714	6.9936e-002	-2.2228e-004
1763	3.4286	2.1429	-1.0551	-2.7278e-004
1764	3.8571	2.1429	-1.4301	-2.9744e-004
1765	3.4286	1.7143	-1.4301	-2.7287e-004
1766	3.4286	2.1429	-1.8051	-2.7289e-004
1767	3.4286	2.5714	-1.4301	-2.7282e-004
1768	3.4286	2.1429	-0.30506	-2.7267e-004
1769	3.8571	2.1429	-0.68006	-2.9733e-004
1770	3.4286	1.7143	-0.68006	-2.7276e-004
1771	3.4286	2.5714	-0.68006	-2.7271e-004
1772	3.8571	2.1429	6.9936e-002	-2.9722e-004
1773	3.4286	1.7143	6.9936e-002	-2.7265e-004
1774	3.4286	2.1429	0.44494	-2.7256e-004
1775	3.4286	2.5714	6.9936e-002	-2.726e-004
1776	4.2857	2.1429	-1.0551	-3.2142e-004
1777	4.7143	2.1429	-1.4301	-3.448e-004
